66;89.72;122
52;79.12;102
52;72.44;96
50;65.52;90
44;60.88;86
40;54.28;76
40;49.92;80
38;47.66;68
34;46.14;66
30;44.08;68
30;42.38;60
30;40.92;58
24;37.42;56
24;38.18;60
22;33.14;46
20;31.04;52
20;28.26;50
18;26.26;54
14;24.32;46
12;21.7;38
12;21.08;42
12;20.88;46
12;18.06;34
10;16.52;36
8;16.18;38
8;14.86;40
6;12.68;30
6;12.48;34
6;11.24;28
4;9.12;26
4;9.72;36
4;8.94;36
4;7.48;22
4;7.62;32
4;8.58;40
4;5.68;18
4;5.94;24
4;5.64;26
4;6.8;36
4;6.86;30
4;7.16;44
4;6.72;26
4;6.08;20
4;7.48;30
4;6.44;26
4;5.92;24
4;5.62;52
4;5.96;24
4;6.46;36
4;7.22;28
4;6.26;22
4;5.82;22
4;6.88;44
4;6.78;26
4;5.94;22
4;6.22;24
4;6.4;30
4;6.8;30
4;6.34;30
4;6.34;38
4;6.68;28
4;6.48;36
4;6.04;26
4;7.2;28
4;6.84;20
4;6.18;26
4;5.28;22
4;6.24;22
4;5.4;18
4;5.6;28
4;7.08;40
4;5.5;18
4;5.9;26
4;6.52;24
4;5.54;30
4;4.86;14
4;6.72;26
4;6.8;28
4;5.14;22
4;6.22;26
4;6.46;24
4;6.12;22
4;6.36;30
4;6.58;36
4;6.3;32
4;5.8;26
4;6.1;24
4;5.2;26
4;6.44;26
4;7.5;36
4;5.88;32
4;5.86;22
4;6.68;32
4;5.46;18
4;6.02;24
4;5.44;20
4;6.3;28
4;7.46;28
4;5.62;24
4;6.46;30
4;6.42;24
4;5.98;26
4;5.8;32
4;6.3;28
4;7.2;34
4;6.74;32
4;5.72;32
4;5.8;22
4;5.48;26
4;7.38;26
4;7.18;26
4;5.78;26
4;6.44;24
4;6.14;24
4;6.78;22
4;6.14;24
4;6.98;32
4;5.22;28
4;7.14;24
4;5.6;40
4;6.3;24
4;5.82;18
4;6.6;30
4;6.32;26
4;6.24;28
4;5.82;22
4;6.94;28
4;6.6;26
4;5.5;20
4;7.26;30
4;5.7;24
4;6.1;26
4;7.0;50
4;5.78;22
4;5.48;30
4;6.88;40
4;5.14;18
4;7.22;26
4;6.0;38
4;6.06;36
4;6.66;30
4;6.44;26
4;6.56;30
4;6.32;20
4;5.88;24
4;6.86;30
4;5.78;26
4;8.16;32
4;7.28;32
4;5.94;34
4;7.28;36
4;7.04;36
4;6.58;40
4;6.6;26
4;6.64;32
4;5.86;22
4;6.84;24
4;6.98;28
4;6.62;28
4;6.08;24
4;5.92;30
4;6.84;20
4;6.9;34
4;6.92;22
4;6.32;28
4;4.84;22
4;6.72;20
4;6.12;22
