638;690.96;790
607;673.18;731
626;660.05;715
611;654.58;706
602;647.86;711
601;641.58;706
597;634.14;709
597;627.85;686
587;621.44;655
577;614.68;650
566;605.43;657
564;595.63;672
563;585.94;630
554;580.27;612
541;575.21;617
540;569.51;606
535;561.01;603
533;551.87;583
519;547.44;596
520;540.79;572
517;539.5;587
514;534.36;579
508;531.16;568
506;521.87;546
487;520.92;552
488;519.85;554
484;515.81;556
484;509.99;535
485;507.8;538
480;502.08;540
474;497.28;536
474;492.04;527
468;488.53;522
467;489.59;540
467;484.65;529
467;483.78;512
463;478.03;525
461;477.08;528
459;476.44;519
456;470.83;505
454;468.4;499
455;469.08;505
453;469.27;508
453;467.9;502
448;467.06;510
448;464.94;504
449;463.2;496
448;458.11;499
446;457.8;492
443;458.67;492
444;453.81;504
440;450.49;498
439;450.22;492
437;449.77;481
436;451.99;488
436;448.13;497
434;444.28;481
434;444.47;487
434;443.89;484
431;442.12;488
428;440.42;475
422;440.41;476
426;437.51;471
424;438.16;484
422;433.27;482
421;431.85;470
417;429.89;475
416;428.68;489
415;427.68;476
414;426.84;479
415;423.5;466
414;428.1;478
414;424.71;465
412;423.08;489
410;421.98;455
411;424.06;468
411;421.22;486
409;418.01;453
409;421.8;466
408;422.03;483
406;417.14;458
405;413.33;458
402;411.48;448
398;414.48;458
401;411.65;457
399;411.33;449
397;410.32;448
397;411.07;480
395;406.11;442
392;403.09;442
393;407.01;441
391;406.81;469
391;408.35;465
390;405.48;454
391;405.13;439
388;400.14;435
390;403.18;453
388;399.44;450
386;400.29;459
384;397.89;438
387;398.1;433
385;398.93;444
383;399.14;446
381;394.67;449
379;393.76;440
379;397.7;435
378;393.59;466
378;393.41;454
377;389.41;430
373;393.29;461
374;390.66;441
373;388.36;423
373;384.78;435
372;387.75;430
371;384.76;430
369;382.55;481
367;381.9;432
366;377.84;421
366;378.7;437
362;383.23;428
362;376.92;428
363;374.83;420
360;376.98;413
360;377.59;437
360;371.1;421
359;371.57;417
356;368.73;423
357;373.34;434
355;367.21;405
353;373.79;425
353;366.56;414
351;365.36;401
352;361.87;399
349;367.0;430
350;369.99;415
351;362.59;410
350;360.31;405
349;361.07;415
347;357.97;411
346;356.81;397
346;359.41;397
346;363.88;430
346;363.82;416
346;359.02;403
346;356.06;392
346;355.77;403
344;358.69;433
344;364.1;421
345;358.71;415
345;355.1;400
344;358.21;402
344;353.32;405
343;355.47;404
342;350.92;398
342;351.93;400
341;358.92;437
341;351.85;394
340;349.94;406
340;355.3;400
340;352.17;407
340;356.8;417
339;348.57;394
338;350.0;418
339;355.16;415
337;346.95;394
336;348.33;399
336;348.59;406
336;350.5;404
335;352.43;410
335;347.7;399
332;349.22;399
333;346.77;409
331;349.15;408
331;346.0;401
331;341.12;381
331;344.74;386
330;345.58;424
330;340.79;380
328;340.85;407
327;339.59;386
327;343.04;386
327;342.29;393
326;338.84;387
325;340.96;388
324;339.78;385
325;344.31;401
324;338.18;380
323;340.13;395
323;339.03;392
324;339.0;391
321;336.15;386
322;336.17;389
320;332.02;378
320;336.15;380
318;334.48;385
318;331.89;392
318;336.58;379
318;332.59;382
318;329.5;383
316;329.07;381
316;331.19;376
315;336.76;399
315;330.91;380
315;332.5;379
315;331.22;389
314;330.39;378
314;323.36;373
314;327.25;382
314;327.92;388
312;327.86;391
310;322.38;379
310;322.74;401
309;327.62;392
309;332.7;389
309;325.5;390
308;324.74;369
308;324.13;403
308;323.16;381
309;322.76;378
308;325.03;375
308;324.15;366
306;323.91;376
306;325.53;397
306;320.96;378
306;323.26;409
306;317.98;388
305;314.54;356
305;322.23;373
305;316.85;367
305;321.15;364
305;317.53;386
304;315.09;369
304;315.34;366
303;316.45;370
303;318.36;387
302;311.83;360
301;318.54;361
301;318.3;383
301;312.15;350
300;314.76;383
300;312.92;364
299;307.82;361
298;312.96;379
298;315.14;366
296;310.05;381
296;308.38;359
296;314.75;371
295;313.14;380
293;305.92;353
295;306.95;366
295;310.19;359
295;303.82;360
295;305.97;346
293;305.79;355
293;307.52;358
293;309.23;396
293;312.52;373
293;307.31;376
293;303.04;361
293;306.76;353
293;307.85;356
291;299.86;350
291;303.94;379
289;302.72;354
289;301.75;354
289;305.22;355
289;306.46;361
289;302.38;350
287;298.67;375
287;303.36;347
287;308.07;353
285;301.36;374
285;302.03;353
285;296.69;345
284;297.34;346
285;296.75;361
284;295.84;362
283;295.49;341
284;293.23;349
283;296.69;358
283;296.14;353
283;295.65;351
282;291.13;339
281;294.26;356
280;292.69;357
279;292.34;369
281;293.68;353
280;291.92;334
279;292.03;356
280;291.98;349
278;291.44;339
278;291.96;350
278;294.14;359
278;296.58;378
276;290.86;347
276;287.46;336
274;293.27;345
274;288.48;369
274;289.99;343
273;289.05;348
274;286.6;339
274;287.7;336
273;287.68;333
272;281.79;339
272;284.6;338
271;288.25;338
271;287.79;355
271;286.46;339
270;285.06;343
270;279.1;332
268;279.86;335
269;281.23;339
269;282.21;333
269;281.18;328
268;277.36;324
267;279.83;334
267;283.84;331
267;284.48;348
267;281.71;326
266;278.43;336
265;282.1;332
265;283.44;356
265;279.87;331
265;281.93;363
265;278.67;333
265;278.29;338
265;280.71;333
264;273.1;369
264;277.76;333
