368;433.0;504
352;408.12;464
354;392.36;430
342;384.98;436
334;373.6;426
326;366.36;422
326;355.94;422
306;349.6;388
300;339.9;416
304;332.48;370
302;328.28;374
294;323.18;382
292;318.18;378
286;314.66;356
278;307.18;344
276;303.7;332
274;298.28;334
272;294.88;326
264;289.12;320
264;284.82;336
262;277.2;320
258;273.58;306
256;272.3;300
252;268.78;322
246;265.26;308
246;263.86;322
244;261.82;294
238;256.36;296
236;252.56;298
238;248.66;294
234;249.16;292
230;248.66;282
230;243.6;288
228;242.72;276
226;239.7;272
214;237.08;272
216;234.44;274
216;229.6;264
214;230.92;274
212;228.76;266
210;226.36;286
208;223.02;270
204;218.62;242
204;218.3;252
202;214.74;252
202;216.9;268
200;215.8;250
200;208.84;252
200;212.9;270
198;209.96;250
198;206.62;242
196;205.62;246
198;206.5;246
198;202.02;254
196;205.38;252
196;205.0;248
194;205.26;244
192;204.74;256
192;206.88;266
192;206.14;240
188;203.72;246
188;200.4;254
188;200.2;238
186;200.22;254
186;201.24;246
186;201.8;276
186;195.82;240
184;195.52;246
184;192.72;240
184;195.12;238
184;196.52;236
184;192.06;244
184;191.14;230
182;192.3;240
182;189.92;236
178;189.86;224
178;189.82;228
178;186.22;226
178;190.82;238
178;188.0;238
176;189.92;242
178;186.08;234
176;184.98;226
176;185.2;234
176;182.84;236
176;184.58;216
174;185.58;224
174;184.34;226
174;187.34;234
174;182.9;218
172;182.6;242
172;180.9;226
172;183.1;254
172;180.78;224
172;181.12;230
170;177.3;226
170;178.92;214
168;180.96;222
168;178.72;214
168;180.36;228
168;177.84;230
168;179.88;242
168;177.18;236
168;175.66;214
166;174.12;228
166;174.8;214
166;175.5;232
166;172.34;212
166;171.62;222
164;173.16;210
162;173.8;234
162;175.94;212
164;175.02;218
164;177.6;228
164;175.38;226
164;169.46;202
162;176.74;230
164;173.74;218
164;173.04;224
164;170.0;210
162;170.74;214
162;173.6;222
162;173.22;244
162;173.86;222
162;170.14;202
162;171.84;222
160;168.86;210
162;172.32;220
160;171.56;208
160;171.3;212
160;170.98;208
160;169.98;230
158;166.64;214
158;168.42;228
158;168.32;246
158;165.56;212
158;166.42;206
158;168.2;214
158;165.44;214
158;162.56;208
156;165.1;206
156;162.7;206
156;165.68;232
156;163.96;210
156;162.58;208
156;163.8;214
156;165.42;218
156;165.18;208
156;161.32;212
156;162.86;222
156;162.94;202
154;164.16;206
154;161.26;202
154;161.66;208
152;162.88;208
152;166.44;232
150;168.2;208
152;160.8;208
150;161.62;216
150;158.46;212
150;162.1;222
150;161.16;216
150;158.2;202
150;157.14;200
150;157.52;204
148;160.92;208
148;158.2;208
146;157.0;218
146;154.38;198
146;152.42;184
146;157.98;220
146;157.66;214
144;153.36;192
144;152.38;198
144;153.32;204
144;155.72;200
144;156.5;206
144;157.92;244
144;153.16;198
140;153.52;218
140;151.52;208
138;149.96;218
140;154.8;206
